Typ;Flurkarten;LU_x;LU_y;LO_x;LO_y;RO_x;RO_y;RU_x;RU_y
Badische Flurkarten;37.103;490840.997;5479465.173;490848.1363;5480464.607;491847.7912;5480457.395;491840.6277;5479457.942
Badische Flurkarten;37.104;491840.6277;5479457.942;491847.7912;5480457.395;492847.4298;5480450.175;492840.2673;5479450.701
Badische Flurkarten;37.107;494839.5353;5479436.239;494846.7044;5480435.756;495846.309;5480428.556;495839.1751;5479429.029
Badische Flurkarten;37.108;495839.1751;5479429.029;495846.309;5480428.556;496845.9079;5480421.455;496838.7665;5479421.853
Badische Flurkarten;37.109;496838.7665;5479421.853;496845.9079;5480421.455;497845.4177;5480414.318;497838.2495;5479414.688
Badische Flurkarten;37.110;497838.2495;5479414.688;497845.4177;5480414.318;498844.9198;5480407.161;498837.7346;5479407.558
Badische Flurkarten;8.134;522037.0324;5508228.284;522044.2071;5509227.857;523043.6894;5509220.731;523036.4984;5508221.114
Badische Flurkarten;8.135;523036.4984;5508221.114;523043.6894;5509220.731;524043.1666;5509213.537;524035.9837;5508213.752
Badische Flurkarten;8.136;524035.9837;5508213.752;524043.1666;5509213.537;525042.7703;5509206.151;525035.5054;5508206.544
Badische Flurkarten;8.137;525035.5054;5508206.544;525042.7703;5509206.151;526041.9251;5509198.966;526034.8668;5508199.229
Badische Flurkarten;8.138;526034.8668;5508199.229;526041.9251;5509198.966;527041.7379;5509191.792;527034.5029;5508192.246
Badische Flurkarten;8.139;527034.5029;5508192.246;527041.7379;5509191.792;528041.2808;5509184.496;528034.3102;5508185.1
Badische Flurkarten;35.119;506848.3588;5481349.253;506855.4691;5482348.762;507855.079;5482341.566;507847.9698;5481342.055
Badische Flurkarten;35.120;507847.9698;5481342.055;507855.079;5482341.566;508854.5115;5482334.318;508847.3396;5481334.794
Badische Flurkarten;35.121;508847.3396;5481334.794;508854.5115;5482334.318;509853.8905;5482327.196;509846.6996;5481327.581
Badische Flurkarten;35.122;509846.6996;5481327.581;509853.8905;5482327.196;510853.8249;5482319.813;510846.5703;5481320.253
Badische Flurkarten;35.123;510846.5703;5481320.253;510853.8249;5482319.813;511853.6168;5482312.514;511846.171;5481313.07
Badische Flurkarten;35.124;511846.171;5481313.07;511853.6168;5482312.514;512853.3319;5482305.642;512846.108;5481306.409
Badische Flurkarten;35.125;512846.108;5481306.409;512853.3319;5482305.642;513852.7719;5482298.542;513845.5231;5481299.083
Badische Flurkarten;35.126;513845.5231;5481299.083;513852.7719;5482298.542;514852.1681;5482291.318;514844.9983;5481291.699
Badische Flurkarten;35.127;514844.9983;5481291.699;514852.1681;5482291.318;515851.6728;5482284.032;515844.5478;5481284.504
Badische Flurkarten;35.128;515844.5478;5481284.504;515851.6728;5482284.032;516851.1589;5482276.754;516844.016;5481277.317
Badische Flurkarten;35.129;516844.016;5481277.317;516851.1589;5482276.754;517850.7558;5482269.548;517843.7405;5481270.135
Badische Flurkarten;35.130;517843.7405;5481270.135;517850.7558;5482269.548;518850.3795;5482262.339;518843.189;5481262.758
Badische Flurkarten;35.131;518843.189;5481262.758;518850.3795;5482262.339;519850.0105;5482255.144;519842.8191;5481255.563
Badische Flurkarten;35.132;519842.8191;5481255.563;519850.0105;5482255.144;520849.6386;5482247.935;520842.4518;5481248.352
Badische Flurkarten;35.133;520842.4518;5481248.352;520849.6386;5482247.935;521849.2626;5482240.736;521842.0645;5481241.151
Badische Flurkarten;35.134;521842.0645;5481241.151;521849.2626;5482240.736;522848.814;5482233.541;522841.6378;5481233.999
Badische Flurkarten;35.135;522841.6378;5481233.999;522848.814;5482233.541;523848.4074;5482226.373;523841.2309;5481226.845
Badische Flurkarten;35.136;523841.2309;5481226.845;523848.4074;5482226.373;524847.9812;5482219.197;524840.8092;5481219.665
Badische Flurkarten;35.137;524840.8092;5481219.665;524847.9812;5482219.197;525847.561;5482212.026;525840.3936;5481212.49
Badische Flurkarten;35.138;525840.3936;5481212.49;525847.561;5482212.026;526847.0971;5482204.789;526839.8751;5481205.222
Badische Flurkarten;35.139;526839.8751;5481205.222;526847.0971;5482204.789;527846.6844;5482197.594;527839.4681;5481197.985
Badische Flurkarten;35.140;527839.4681;5481197.985;527846.6844;5482197.594;528846.2498;5482190.405;528839.0355;5481190.811
Badische Flurkarten;35.141;528839.0355;5481190.811;528846.2498;5482190.405;529845.7873;5482183.219;529838.6065;5481183.619
Badische Flurkarten;35.142;529838.6065;5481183.619;529845.7873;5482183.219;530845.3294;5482176.044;530838.1782;5481176.438
Badische Flurkarten;35.143;530838.1782;5481176.438;530845.3294;5482176.044;531844.8762;5482168.848;531837.7488;5481169.256
Badische Flurkarten;35.144;531837.7488;5481169.256;531844.8762;5482168.848;532844.4129;5482161.62;532837.312;5481162.062
Badische Flurkarten;35.145;532837.312;5481162.062;532844.4129;5482161.62;533844.0325;5482154.318;533836.8115;5481154.854
Badische Flurkarten;35.146;533836.8115;5481154.854;533844.0325;5482154.318;534843.5163;5482147.119;534836.3177;5481147.66
Badische Flurkarten;35.147;534836.3177;5481147.66;534843.5163;5482147.119;535843.0078;5482139.931;535835.8279;5481140.462
Badische Flurkarten;35.148;535835.8279;5481140.462;535843.0078;5482139.931;536842.4893;5482132.716;536835.3296;5481133.255
Badische Flurkarten;35.149;536835.3296;5481133.255;536842.4893;5482132.716;537842.0669;5482125.526;537834.9782;5481126.046
Badische Flurkarten;1.146;534081.8492;5515138.131;534089.036;5516137.749;535088.6459;5516130.639;535081.4146;5515130.948
Badische Flurkarten;1.147;535081.4146;5515130.948;535088.6459;5516130.639;536088.2514;5516123.086;536081.0815;5515123.811
Badische Flurkarten;1.148;536081.0815;5515123.811;536088.2514;5516123.086;537087.851;5516115.681;537080.6494;5515116.405
Badische Flurkarten;1.157;545077.0742;5515058.615;545084.2834;5516058.14;546084.1643;5516050.634;546076.5213;5515051.409
Badische Flurkarten;12.163;550995.3959;5504021.03;551002.5553;5505020.561;552002.0694;5505013.49;551994.9296;5504013.861
Badische Flurkarten;12.164;551994.9296;5504013.861;552002.0694;5505013.49;553001.7003;5505006.24;552994.5078;5504006.69
Badische Flurkarten;12.165;552994.5078;5504006.69;553001.7003;5505006.24;554001.4273;5504999.051;553994.2313;5503999.466
Badische Flurkarten;12.166;553994.2313;5503999.466;554001.4273;5504999.051;555001.0695;5504991.833;554993.8901;5503992.288
Badische Flurkarten;12.167;554993.8901;5503992.288;555001.0695;5504991.833;556000.5158;5504984.631;555993.3984;5503985.046
Badische Flurkarten;12.168;555993.3984;5503985.046;556000.5158;5504984.631;557000.0783;5504977.417;556992.8905;5503977.848
Badische Flurkarten;12.169;556992.8905;5503977.848;557000.0783;5504977.417;557999.6728;5504970.27;557992.4656;5503970.672
Badische Flurkarten;12.170;557992.4656;5503970.672;557999.6728;5504970.27;558999.2514;5504963.1;558992.0578;5503963.501
Badische Flurkarten;12.171;558992.0578;5503963.501;558999.2514;5504963.1;559998.8501;5504955.873;559991.6623;5503956.338
Badische Flurkarten;12.172;559991.6623;5503956.338;559998.8501;5504955.873;560998.4068;5504948.794;560991.2388;5503949.141
Badische Flurkarten;13.141;528997.3043;5503180.056;529004.568;5504179.615;530004.1811;5504172.359;529996.9159;5503172.819
Badische Flurkarten;13.142;529996.9159;5503172.819;530004.1811;5504172.359;531003.7937;5504165.094;530996.5209;5503165.566
Badische Flurkarten;13.143;530996.5209;5503165.566;531003.7937;5504165.094;532003.3001;5504158.067;531996.1228;5503158.567
Badische Flurkarten;13.144;531996.1228;5503158.567;532003.3001;5504158.067;533002.8897;5504150.914;532995.7012;5503151.394
Badische Flurkarten;13.145;532995.7012;5503151.394;533002.8897;5504150.914;534002.4146;5504143.743;533995.1623;5503144.217
Badische Flurkarten;13.146;533995.1623;5503144.217;534002.4146;5504143.743;535001.9925;5504136.468;534994.749;5503136.969
Badische Flurkarten;13.147;534994.749;5503136.969;535001.9925;5504136.468;536001.5532;5504129.269;535994.3162;5503129.726
Badische Flurkarten;13.148;535994.3162;5503129.726;536001.5532;5504129.269;537001.1148;5504122.045;536993.8715;5503122.509
Badische Flurkarten;13.149;536993.8715;5503122.509;537001.1148;5504122.045;538000.7045;5504114.817;537993.4567;5503115.284
Badische Flurkarten;13.150;537993.4567;5503115.284;538000.7045;5504114.817;539000.3786;5504107.55;538993.0757;5503108.036
Badische Flurkarten;13.151;538993.0757;5503108.036;539000.3786;5504107.55;539999.8628;5504100.377;539992.634;5503100.781
Badische Flurkarten;13.152;539992.634;5503100.781;539999.8628;5504100.377;540999.3977;5504093.051;540992.086;5503093.531
Badische Flurkarten;13.153;540992.086;5503093.531;540999.3977;5504093.051;541998.8952;5504085.866;541991.6919;5503086.353
Badische Flurkarten;13.154;541991.6919;5503086.353;541998.8952;5504085.866;542998.5778;5504078.681;542991.3662;5503079.246
Badische Flurkarten;13.155;542991.3662;5503079.246;542998.5778;5504078.681;543997.9697;5504071.291;543991.0166;5503072.036
Badische Flurkarten;13.156;543991.0166;5503072.036;543997.9697;5504071.291;544997.5289;5504064.11;544990.4914;5503064.677
Badische Flurkarten;13.157;544990.4914;5503064.677;544997.5289;5504064.11;545997.2457;5504057.167;545990.1159;5503057.601
Badische Flurkarten;13.158;545990.1159;5503057.601;545997.2457;5504057.167;546996.949;5504049.933;546989.744;5503050.366
Badische Flurkarten;13.159;546989.744;5503050.366;546996.949;5504049.933;547996.6839;5504042.79;547989.3785;5503043.18
Badische Flurkarten;25.128;515916.6352;5491279.589;515923.6719;5492279.139;516923.2026;5492271.948;516916.1706;5491272.407
Badische Flurkarten;25.129;516916.1706;5491272.407;516923.2026;5492271.948;517922.6775;5492264.812;517915.5932;5491265.28
Badische Flurkarten;25.130;517915.5932;5491265.28;517922.6775;5492264.812;518922.0787;5492257.69;518915.0024;5491258.159
Badische Flurkarten;25.131;518915.0024;5491258.159;518922.0787;5492257.69;519921.5175;5492250.57;519914.485;5491251.018
Badische Flurkarten;25.132;519914.485;5491251.018;519921.5175;5492250.57;520921.1753;5492243.372;520914.1355;5491243.807
Badische Flurkarten;25.133;520914.1355;5491243.807;520921.1753;5492243.372;521920.9128;5492236.157;521913.7999;5491236.607
Badische Flurkarten;16.166;553965.4032;5500001.453;553972.6024;5501001.014;554972.1927;5500993.786;554965.007;5499994.222
Badische Flurkarten;16.167;554965.007;5499994.222;554972.1927;5500993.786;555971.7929;5500986.562;555964.6504;5499987.055
Badische Flurkarten;16.168;555964.6504;5499987.055;555971.7929;5500986.562;556971.3692;5500979.306;556964.2019;5499979.813
Badische Flurkarten;16.169;556964.2019;5499979.813;556971.3692;5500979.306;557970.949;5500972.065;557963.7959;5499972.582
Badische Flurkarten;1.158;546076.5213;5515051.409;546084.1643;5516050.634;547083.2635;5516043.737;547076.0901;5515044.187
Badische Flurkarten;2.141;529076.8015;5514174.895;529084.054;5515174.443;530083.4029;5515167.128;530076.3053;5514167.704
Badische Flurkarten;2.142;530076.3053;5514167.704;530083.4029;5515167.128;531083.0636;5515160.014;531075.8541;5514160.42
Badische Flurkarten;2.143;531075.8541;5514160.42;531083.0636;5515160.014;532082.769;5515152.553;532075.5987;5514153.077
Badische Flurkarten;2.144;532075.5987;5514153.077;532082.769;5515152.553;533082.2813;5515145.34;533075.0917;5514145.858
Badische Flurkarten;2.145;533075.0917;5514145.858;533082.2813;5515145.34;534081.8492;5515138.131;534074.6596;5514138.605
Badische Flurkarten;2.146;534074.6596;5514138.605;534081.8492;5515138.131;535081.4146;5515130.948;535074.1895;5514131.533
Badische Flurkarten;2.147;535074.1895;5514131.533;535081.4146;5515130.948;536081.0815;5515123.811;536073.8533;5514124.258
Badische Flurkarten;2.148;536073.8533;5514124.258;536081.0815;5515123.811;537080.6494;5515116.405;537073.4368;5514116.979
Badische Flurkarten;2.152;540072.2069;5514095.436;540079.4796;5515095.014;541079.0684;5515087.807;541071.7411;5514088.227
Badische Flurkarten;2.153;541071.7411;5514088.227;541079.0684;5515087.807;542078.5919;5515080.561;542071.3075;5514080.908
Badische Flurkarten;2.154;542071.3075;5514080.908;542078.5919;5515080.561;543078.0608;5515073.186;543070.7799;5514073.599
Badische Flurkarten;2.155;543070.7799;5514073.599;543078.0608;5515073.186;544077.5397;5515065.813;544070.3443;5514066.337
Badische Flurkarten;2.156;544070.3443;5514066.337;544077.5397;5515065.813;545077.0742;5515058.615;545069.8182;5514059.131
Badische Flurkarten;2.157;545069.8182;5514059.131;545077.0742;5515058.615;546076.5213;5515051.409;546069.358;5514051.92
Badische Flurkarten;2.158;546069.358;5514051.92;546076.5213;5515051.409;547076.0901;5515044.187;547068.8294;5514044.671
Badische Flurkarten;3.137;525071.564;5513204.293;525078.8591;5514203.772;526078.3651;5514196.532;526071.2665;5513197.155
Badische Flurkarten;3.138;526071.2665;5513197.155;526078.3651;5514196.532;527077.8843;5514189.41;527070.6566;5513189.845
Badische Flurkarten;3.139;527070.6566;5513189.845;527077.8843;5514189.41;528077.2723;5514182.083;528070.1498;5513182.617
Badische Flurkarten;3.140;528070.1498;5513182.617;528077.2723;5514182.083;529076.8015;5514174.895;529069.6409;5513175.4
Badische Flurkarten;3.141;529069.6409;5513175.4;529076.8015;5514174.895;530076.3053;5514167.704;530069.1216;5513168.124
Badische Flurkarten;3.142;530069.1216;5513168.124;530076.3053;5514167.704;531075.8541;5514160.42;531069.0882;5513161.012
Badische Flurkarten;3.143;531069.0882;5513161.012;531075.8541;5514160.42;532075.5987;5514153.077;532068.2987;5513153.632
Badische Flurkarten;3.144;532068.2987;5513153.632;532075.5987;5514153.077;533075.0917;5514145.858;533067.9126;5513146.363
Badische Flurkarten;3.145;533067.9126;5513146.363;533075.0917;5514145.858;534074.6596;5514138.605;534067.4801;5513139.09
Badische Flurkarten;3.146;534067.4801;5513139.09;534074.6596;5514138.605;535074.1895;5514131.533;535067.0445;5513131.941
Badische Flurkarten;3.147;535067.0445;5513131.941;535074.1895;5514131.533;536073.8533;5514124.258;536066.6151;5513124.754
Badische Flurkarten;3.148;536066.6151;5513124.754;536073.8533;5514124.258;537073.4368;5514116.979;537066.1715;5513117.522
Badische Flurkarten;3.152;540064.8628;5513095.963;540072.2069;5514095.436;541071.7411;5514088.227;541064.3936;5513088.682
Badische Flurkarten;3.153;541064.3936;5513088.682;541071.7411;5514088.227;542071.3075;5514080.908;542064.0481;5513081.455
Badische Flurkarten;3.154;542064.0481;5513081.455;542071.3075;5514080.908;543070.7799;5514073.599;543063.6272;5513074.169
Badische Flurkarten;20.134;521949.8946;5496234.294;521957.0294;5497233.905;522956.6249;5497226.755;522949.4909;5496227.166
Badische Flurkarten;20.135;522949.4909;5496227.166;522956.6249;5497226.755;523956.2497;5497219.505;523949.08;5496220.003
Badische Flurkarten;20.136;523949.08;5496220.003;523956.2497;5497219.505;524955.8647;5497212.206;524948.6723;5496212.713
Badische Flurkarten;20.137;524948.6723;5496212.713;524955.8647;5497212.206;525955.4046;5497204.923;525948.2445;5496205.398
Badische Flurkarten;25.134;521913.7999;5491236.607;521920.9128;5492236.157;522920.7424;5492228.942;522913.5379;5491229.407
Badische Flurkarten;25.135;522913.5379;5491229.407;522920.7424;5492228.942;523920.4792;5492221.691;523913.264;5491222.137
Badische Flurkarten;25.136;523913.264;5491222.137;523920.4792;5492221.691;524919.9116;5492214.304;524912.7375;5491214.776
Badische Flurkarten;25.137;524912.7375;5491214.776;524919.9116;5492214.304;525919.5248;5492207.048;525912.2667;5491207.422
Badische Flurkarten;25.138;525912.2667;5491207.422;525919.5248;5492207.048;526919.2283;5492199.911;526911.9671;5491200.298
Badische Flurkarten;25.139;526911.9671;5491200.298;526919.2283;5492199.911;527918.7156;5492192.665;527911.4684;5491193.044
Badische Flurkarten;25.140;527911.4684;5491193.044;527918.7156;5492192.665;528918.2354;5492185.395;528910.946;5491185.812
Badische Flurkarten;25.141;528910.946;5491185.812;528918.2354;5492185.395;529917.7277;5492178.171;529910.4301;5491178.566
Badische Flurkarten;25.142;529910.4301;5491178.566;529917.7277;5492178.171;530917.2279;5492171.079;530909.9965;5491171.491
Badische Flurkarten;25.143;530909.9965;5491171.491;530917.2279;5492171.079;531916.7376;5492163.889;531909.5683;5491164.39
Badische Flurkarten;25.144;531909.5683;5491164.39;531916.7376;5492163.889;532916.355;5492156.695;532909.1484;5491157.178
Badische Flurkarten;25.145;532909.1484;5491157.178;532916.355;5492156.695;533915.922;5492149.491;533908.7155;5491149.976
Badische Flurkarten;25.146;533908.7155;5491149.976;533915.922;5492149.491;534915.5018;5492142.278;534908.2857;5491142.748
Badische Flurkarten;25.147;534908.2857;5491142.748;534915.5018;5492142.278;535915.1149;5492134.997;535907.8844;5491135.568
Badische Flurkarten;25.148;535907.8844;5491135.568;535915.1149;5492134.997;536914.6982;5492127.791;536907.506;5491128.395
Badische Flurkarten;25.149;536907.506;5491128.395;536914.6982;5492127.791;537914.2716;5492120.597;537907.1628;5491121.169
Badische Flurkarten;25.150;537907.1628;5491121.169;537914.2716;5492120.597;538913.8381;5492113.395;538906.6285;5491113.893
Badische Flurkarten;25.151;538906.6285;5491113.893;538913.8381;5492113.395;539913.3994;5492106.19;539906.1942;5491106.667
Badische Flurkarten;25.152;539906.1942;5491106.667;539913.3994;5492106.19;540912.9456;5492098.965;540905.7408;5491099.455
Badische Flurkarten;25.153;540905.7408;5491099.455;540912.9456;5492098.965;541912.5764;5492091.803;541905.3554;5491092.237
Badische Flurkarten;25.154;541905.3554;5491092.237;541912.5764;5492091.803;542912.2042;5492084.554;542905.0266;5491085.041
Badische Flurkarten;25.155;542905.0266;5491085.041;542912.2042;5492084.554;543911.7685;5492077.348;543904.6153;5491077.846
Badische Flurkarten;25.156;543904.6153;5491077.846;543911.7685;5492077.348;544911.3623;5492070.133;544904.2142;5491070.641
